mean_Log_energy,mean_MFCC_0th_coef,mean_MFCC_1st_coef,mean_MFCC_2nd_coef,mean_MFCC_3rd_coef,mean_MFCC_4th_coef,mean_MFCC_5th_coef,mean_MFCC_6th_coef,mean_MFCC_7th_coef,mean_MFCC_8th_coef,mean_MFCC_9th_coef,mean_MFCC_10th_coef,mean_MFCC_11th_coef,mean_MFCC_12th_coef,mean_delta_log_energy,mean_0th_delta,mean_1st_delta,mean_2nd_delta,mean_3rd_delta,mean_4th_delta,mean_5th_delta,mean_6th_delta,mean_7th_delta,mean_8th_delta,mean_9th_delta,mean_10th_delta,mean_11th_delta,mean_12th_delta,mean_delta_delta_log_energy,mean_delta_delta_0th,mean_1st_delta_delta,mean_2nd_delta_delta,mean_3rd_delta_delta,mean_4th_delta_delta,mean_5th_delta_delta,mean_6th_delta_delta,mean_7th_delta_delta,mean_8th_delta_delta,mean_9th_delta_delta,mean_10th_delta_delta,mean_11th_delta_delta,mean_12th_delta_delta,std_Log_energy,std_MFCC_0th_coef,std_MFCC_1st_coef,std_MFCC_2nd_coef,std_MFCC_3rd_coef,std_MFCC_4th_coef,std_MFCC_5th_coef,std_MFCC_6th_coef,std_MFCC_7th_coef,std_MFCC_8th_coef,std_MFCC_9th_coef,std_MFCC_10th_coef,std_MFCC_11th_coef,std_MFCC_12th_coef,std_delta_log_energy,std_0th_delta,std_1st_delta,std_2nd_delta,std_3rd_delta,std_4th_delta,std_5th_delta,std_6th_delta,std_7th_delta,std_8th_delta,std_9th_delta,std_10th_delta,std_11th_delta,std_12th_delta,std_delta_delta_log_energy,std_delta_delta_0th,std_1st_delta_delta,std_2nd_delta_delta,std_3rd_delta_delta,std_4th_delta_delta,std_5th_delta_delta,std_6th_delta_delta,std_7th_delta_delta,std_8th_delta_delta,std_9th_delta_delta,std_10th_delta_delta,std_11th_delta_delta,std_12th_delta_delta,class
9.8712,14.8299,7.2637,1.6355,-3.029,-1.8484,0.064131,-0.56778,-0.93885,0.47421,-0.96097,-0.88183,-0.38003,-0.30565,-0.0024765,-0.012609,0.0021969,0.0069765,-0.0022415,-0.0017034,-0.0036445,-0.0011776,-0.00021374,0.0013112,0.0017108,-0.00014857,0.0022144,0.00087265,-3.33E-5,0.00014477,9.48E-5,0.00030431,0.00028152,0.00015746,0.00013416,0.00022312,0.00054815,-3.24E-5,-3.34E-5,0.00020367,0.00041988,-0.00032258,0.20462,0.68512,0.31053,0.35804,0.25943,0.20064,0.27945,0.26051,0.28541,0.22665,0.18248,0.26243,0.1891,0.18984,0.023545,0.066893,0.050643,0.056831,0.038303,0.032697,0.045485,0.042227,0.045702,0.031702,0.029505,0.04436,0.028085,0.032832,0.0093632,0.028093,0.020703,0.021682,0.017716,0.016351,0.021365,0.018696,0.018145,0.016397,0.013101,0.01787,0.013525,0.014592,1
10.0412,14.765,7.1056,1.2118,-1.4654,-2.0789,-1.1793,-1.5302,0.004522,0.95342,-1.1801,-1.3651,-0.22921,-0.68199,-0.0024057,-0.0050587,0.0003038,-0.0010996,0.0011764,0.0065058,-0.0022551,-0.0028594,-0.00042491,0.0039562,0.0017109,-0.0017077,-0.003188,0.0025085,0.00019097,0.00014039,-0.00033594,-0.00019163,-0.00020108,2.31E-5,3.55E-5,0.00013684,-0.00042197,-1.60E-6,-0.00019368,-0.00060362,-0.00075873,-0.0001463,0.1607,0.5033,0.33065,0.23757,0.27945,0.37742,0.26266,0.32555,0.17672,0.36049,0.2064,0.32853,0.25945,0.25175,0.022617,0.06242,0.045557,0.035757,0.047498,0.064727,0.029411,0.047943,0.02663,0.056481,0.027968,0.046312,0.046522,0.030886,0.009725,0.029145,0.022906,0.017209,0.01913,0.026479,0.015095,0.021792,0.014591,0.024298,0.011739,0.018564,0.018512,0.014834,1
9.6133,12.814,7.5296,0.91354,-2.8182,-2.0585,-1.1904,-1.0285,-0.068269,0.73615,-0.95294,-1.1595,-0.51719,-0.29748,-0.0082853,-0.014303,-0.0022426,-0.0014468,-0.0051969,0.0067258,0.007188,0.0017907,-0.0046157,0.0036905,0.0021669,-0.00061463,-0.0016502,-0.00042358,-0.00034212,-0.001739,0.0010987,0.00025672,-0.00050227,0.00049026,-0.00045975,-0.00097001,-0.00015161,-0.00012229,-0.00071598,-0.00043062,-6.13E-6,-0.00022116,0.32509,0.92318,0.58742,0.274,0.38343,0.30687,0.40871,0.55074,0.56828,0.29789,0.36693,0.31874,0.22325,0.21171,0.043765,0.12295,0.088142,0.048178,0.043567,0.044403,0.039138,0.067205,0.053401,0.040519,0.044139,0.033473,0.027148,0.030726,0.017646,0.054854,0.039151,0.021428,0.021155,0.019577,0.018378,0.030751,0.022448,0.019263,0.017664,0.014175,0.01345,0.01418,1
10.1462,16.8502,5.2295,2.5204,0.16073,-1.7526,-0.97021,-2.0466,0.075395,2.4838,-1.1953,-0.5093,-0.81772,-0.35424,-0.0057603,-0.00715,-0.00038143,-0.0038812,-0.0021564,0.00058016,-0.0040891,-0.0011678,-0.00025429,-0.00058087,-0.00060973,-0.00053536,0.002914,0.001231,3.09E-5,9.34E-5,0.00034126,0.0002717,0.00039313,0.00039246,0.00034408,0.00034057,0.0004567,-1.37E-5,4.39E-5,-2.44E-5,0.00063206,-0.00024691,0.33962,0.61595,0.29797,0.3299,0.27425,0.2372,0.31119,0.26442,0.23443,0.26493,0.21513,0.21249,0.20973,0.1886,0.025522,0.065522,0.035652,0.044474,0.035469,0.030454,0.035987,0.032776,0.03379,0.033997,0.025631,0.034539,0.026874,0.028138,0.0087232,0.027999,0.01812,0.018067,0.016704,0.015627,0.019079,0.017786,0.016438,0.01928,0.013453,0.017083,0.012883,0.014581,1
9.8621,16.2187,5.5768,0.83091,0.086492,-1.7334,-1.5632,-1.4857,0.31441,1.9544,-0.77921,-1.1049,-0.20361,-0.10878,0.00221,-0.0042722,0.0031658,-0.0016914,-0.0035701,-0.0039166,-0.0072363,-0.00043673,-0.0031982,-0.0018687,0.00014861,-0.00048563,-0.0024748,0.00061396,-0.00091034,-0.00075695,-0.00022409,-0.00092584,0.00012655,0.00070404,0.00012205,0.00021654,1.97E-5,-9.55E-5,-0.0003371,6.49E-5,0.0002081,0.00011969,0.30084,0.63402,0.33832,0.5034,0.35476,0.51071,0.45675,0.37511,0.25527,0.26131,0.32317,0.2813,0.22978,0.24138,0.065743,0.11122,0.056508,0.083511,0.051549,0.069182,0.050234,0.054493,0.037735,0.038002,0.041265,0.043255,0.03693,0.035876,0.031877,0.049209,0.029303,0.036719,0.026143,0.029128,0.025086,0.028825,0.019471,0.019293,0.020457,0.020642,0.018934,0.018242,1
10.0042,16.5392,5.7477,1.1028,0.10579,-1.7477,-1.3822,-1.7151,0.18562,2.0886,-0.43727,-1.0812,-0.26461,-0.657,0.0014445,0.0019057,0.0030294,-0.0041878,-0.00057915,0.0019262,0.0028235,-0.002266,-0.0010002,0.00046312,0.0010099,-0.00062023,-0.0016083,0.00070785,0.00015755,0.00023533,-2.08E-5,-6.82E-5,-3.33E-5,-5.24E-5,0.00022995,-6.57E-5,0.00013089,-0.00016008,0.00027128,-2.24E-5,-0.00049837,-0.0001353,0.25325,0.68081,0.34411,0.60664,0.36475,0.32482,0.31925,0.26543,0.27715,0.28934,0.272,0.23632,0.23134,0.2026,0.038043,0.093049,0.047877,0.073162,0.056935,0.049392,0.044266,0.033663,0.03724,0.040015,0.043531,0.035867,0.0357,0.036208,0.015904,0.042265,0.023993,0.029992,0.023202,0.02337,0.02103,0.016941,0.018223,0.018084,0.021082,0.018591,0.018072,0.017166,1
9.2718,12.1211,7.7895,3.0178,-0.95679,-0.647,-0.5864,-1.2968,-0.83718,0.21431,0.45122,-0.28813,-0.093256,-0.11646,-0.0027169,-0.01303,-0.0014663,-0.0019437,0.0035628,0.0029905,-0.0030196,-0.00041933,0.00030119,0.0021542,0.0025235,-0.00078322,-0.0023903,-0.00083804,0.00026601,-0.0010882,0.00085886,6.73E-5,-0.00052781,-0.00046813,-1.50E-7,0.00047965,0.00034947,0.00019909,-2.12E-5,0.00013587,0.00021009,0.00044073,0.45798,1.2557,0.53448,0.45803,0.43277,0.33572,0.41875,0.2748,0.27399,0.25246,0.23808,0.27828,0.28688,0.25899,0.05871,0.11424,0.087716,0.055612,0.0769,0.066612,0.065623,0.044699,0.034154,0.034395,0.036284,0.040743,0.040906,0.037198,0.022913,0.043394,0.040943,0.022691,0.031668,0.028682,0.027292,0.021395,0.015129,0.01633,0.017092,0.019462,0.017721,0.016779,1
9.7608,12.5339,7.7149,2.8488,-0.84781,-0.786,-1.4752,-1.4713,-0.35876,0.80979,0.86969,-0.40104,-0.48963,0.08517,-0.0041428,-0.018804,-0.00099723,0.010747,0.0099109,0.00019243,-8.81E-5,0.0016143,0.0018843,0.0020135,0.00038233,0.0046483,0.0018383,-0.0011474,4.15E-5,0.0002412,-8.21E-5,-0.0006257,-0.00077758,0.00026623,0.00019209,-0.00012171,-3.45E-5,0.00035734,0.00020152,0.00032723,0.00018953,7.47E-6,0.58375,2.1081,0.70463,0.88037,0.80369,0.50113,0.4203,0.31782,0.29631,0.2894,0.30313,0.31778,0.32405,0.28898,0.072449,0.14436,0.09244,0.081017,0.092035,0.079105,0.055252,0.04663,0.045392,0.051894,0.047656,0.040532,0.041434,0.046285,0.030068,0.060138,0.044262,0.026069,0.034395,0.032531,0.02334,0.018945,0.019228,0.023606,0.023511,0.018151,0.021047,0.022165,1
8.6702,10.1615,7.1093,3.9411,-0.40749,-0.61147,-1.1194,-0.95597,-0.33724,0.10538,0.14574,-0.3376,0.041512,0.029657,-0.0015368,-0.0092978,-0.00047784,0.0022522,0.0022462,0.00046798,-7.86E-6,0.00045286,0.0012359,-0.00164,8.66E-5,-0.00039769,-0.0016214,-0.00025671,0.00037796,0.0005935,-0.0002817,5.41E-5,0.00075011,0.00029182,0.00052167,-0.00042234,-0.00014412,-2.47E-5,-0.00014649,0.00027264,3.15E-5,7.38E-5,1.0471,2.3633,0.54707,0.37158,0.36559,0.5139,0.36851,0.33867,0.33858,0.38102,0.20905,0.22624,0.25538,0.24085,0.082583,0.17585,0.069577,0.055659,0.051234,0.059035,0.053638,0.046504,0.041068,0.049496,0.028962,0.033868,0.039684,0.035014,0.024449,0.048821,0.031747,0.025215,0.020927,0.024211,0.024095,0.019198,0.016817,0.021861,0.014018,0.015809,0.016562,0.016459,1
9.4528,15.9455,5.5664,0.47468,1.877,-3.4464,-1.1534,0.083614,1.5169,0.071811,-0.11395,-0.018324,0.73747,-1.1709,0.0046956,-0.008546,0.012187,0.014428,0.0016811,0.0042453,-0.0012081,0.0080355,0.0037993,0.00025128,0.0016858,0.001495,0.002908,0.0020604,0.00012989,0.00018275,0.00022162,-0.0011477,-0.00050256,-0.00032044,-0.00053799,-8.28E-5,-0.00034485,0.00010969,4.78E-6,-0.00018814,-0.0006338,0.00060959,0.3215,1.1543,0.77691,0.90382,0.50736,0.61334,0.47836,0.5013,0.44226,0.39345,0.33491,0.3266,0.32305,0.3302,0.04834,0.18753,0.11187,0.14288,0.075194,0.073019,0.071625,0.077145,0.062569,0.059845,0.05125,0.044607,0.04762,0.047905,0.016747,0.071014,0.051674,0.063945,0.041041,0.038412,0.035043,0.035782,0.033279,0.028399,0.02583,0.023596,0.027546,0.024367,1
9.6282,15.1207,5.5624,1.6453,1.5859,-3.4868,-2.14,-0.4948,1.6764,0.43819,-0.37693,-0.15728,1.2882,-1.6573,0.00062572,-0.0023476,0.0004209,0.0091949,0.0007433,0.0029448,-0.00078358,0.0026355,-0.0010501,0.0060887,0.0038436,0.0025992,-0.0035259,0.0043165,-0.00025888,-0.00083071,0.00041334,-6.88E-5,0.0014729,-0.0011588,0.0014089,-0.00031251,0.0011512,-1.28E-5,0.00093567,-0.00026039,0.0011306,-0.0012947,0.24256,0.7854,0.61515,0.6893,0.55221,0.52856,0.41893,0.4023,0.41698,0.40768,0.40306,0.33547,0.41478,0.33502,0.04085,0.1137,0.086289,0.086444,0.083047,0.073419,0.055006,0.059985,0.06466,0.057674,0.056959,0.054442,0.057686,0.053268,0.016998,0.04549,0.04244,0.034192,0.046127,0.042045,0.023572,0.028225,0.035418,0.027496,0.023271,0.027921,0.033218,0.027667,1
9.7055,15.5747,5.7895,1.2614,1.3285,-3.1783,-1.6503,-0.76498,2.0745,0.81176,-0.27254,0.27777,0.62454,-1.3619,0.00068094,0.00044599,-0.0013006,0.0021526,0.0052352,-0.0060451,0.00070317,-0.00080051,-0.001564,0.0010864,2.41E-5,-0.0012606,0.00049785,0.0006396,8.96E-5,-2.17E-5,-8.79E-5,0.00061255,-0.00017677,-0.0003678,-1.10E-6,0.00070191,-5.15E-5,-0.00021717,0.0008075,-0.00040093,-0.00013643,0.00058924,0.15915,0.70004,0.50744,0.53536,0.46909,0.4331,0.35306,0.31315,0.32813,0.33194,0.2839,0.28268,0.26608,0.26702,0.030635,0.10777,0.066347,0.077805,0.056074,0.059482,0.052775,0.046463,0.045371,0.052471,0.042812,0.045989,0.042632,0.038559,0.011697,0.048625,0.040511,0.033356,0.033564,0.033922,0.02866,0.026105,0.025395,0.024888,0.021341,0.024272,0.022767,0.019061,1
9.2524,13.4531,6.2128,2.5566,1.4367,1.136,-0.98802,-1.5156,-0.5464,0.92563,-0.18992,-0.087283,-0.58003,-1.2116,-0.0020709,-0.0053767,-0.0036564,-0.00042334,-0.0003596,-0.0002666,0.00062058,-0.00099534,-0.0035932,-0.0023035,-0.0010836,-0.0025851,-0.0027464,-0.0026873,8.91E-5,0.00038466,0.00010602,9.85E-5,-1.65E-5,-0.00031061,0.00023076,-0.00033838,-0.00072343,0.00070853,0.00024493,-2.06E-5,-4.49E-5,3.88E-5,0.33989,0.63128,0.32537,0.27619,0.27755,0.33016,0.27583,0.27,0.26402,0.28938,0.21215,0.23017,0.26049,0.23965,0.031261,0.063478,0.041561,0.042296,0.032517,0.040856,0.04619,0.03939,0.044958,0.03847,0.030738,0.032228,0.04246,0.037709,0.012178,0.032025,0.019157,0.02101,0.016086,0.02024,0.022004,0.018522,0.020266,0.017645,0.01675,0.014443,0.021763,0.018875,1
8.9306,12.4494,6.5946,2.7981,0.89159,1.1195,-0.96385,-1.3195,-0.28457,0.60561,0.20123,0.14442,-0.68552,-1.1603,-0.0051598,-0.0070017,-0.0038735,-0.0024457,-0.0031857,0.002858,0.001707,0.0042402,-0.00024587,-0.0030635,-0.0024007,-0.0053094,-0.0036661,-0.001282,0.00012182,-0.00013172,0.00025607,-2.92E-5,-0.00018056,0.00014077,0.00044129,-0.00012157,9.29E-6,-0.00072544,-9.07E-7,0.00036093,-8.69E-6,-1.10E-5,0.38469,0.7983,0.42789,0.29157,0.26167,0.25857,0.24202,0.28357,0.25335,0.2363,0.23817,0.23141,0.20481,0.2746,0.035245,0.081236,0.047118,0.050117,0.039634,0.039479,0.04222,0.048469,0.044302,0.034973,0.033269,0.037386,0.032097,0.046859,0.016651,0.035623,0.024576,0.023893,0.019959,0.018891,0.019831,0.020576,0.021052,0.016721,0.017598,0.016031,0.015632,0.022291,1
8.5676,11.8758,6.0934,2.545,1.3348,0.98193,-0.81396,-1.171,-0.74211,0.66578,0.1067,0.0018813,-0.54873,-1.3037,-0.0058161,-0.011783,-0.0037209,0.00092847,-0.0025939,0.001176,0.0018348,0.0023835,0.00067258,0.00072298,0.0025661,-0.0026019,-0.0013258,0.00012155,0.00055135,0.0016031,0.00066387,-0.00038515,-0.00026048,2.68E-5,7.56E-5,-7.60E-5,-0.00030876,-0.00021048,-0.00014791,6.67E-5,-0.00025342,-0.00017026,0.65142,1.2021,0.56985,0.30334,0.29047,0.2572,0.30769,0.31234,0.27155,0.27858,0.25291,0.28032,0.24234,0.26972,0.05243,0.10064,0.05702,0.049018,0.04662,0.038664,0.045825,0.041334,0.041636,0.046268,0.03735,0.040108,0.03949,0.03879,0.01906,0.03974,0.0245,0.021753,0.02297,0.020854,0.021354,0.017764,0.019397,0.022412,0.017783,0.017517,0.018139,0.020191,1
9.2627,9.7949,8.9483,3.1797,-0.68512,0.41346,0.01292,-0.76546,-0.36145,0.74255,0.11413,-0.89929,-0.68848,0.26031,-0.012735,-0.03584,0.00064851,0.0020052,-0.0097871,-0.0054611,-0.0017575,-0.0012721,-0.0020605,-0.0045437,-0.0085202,-0.0067685,-0.0019759,0.0018337,-0.00020986,-0.00096145,0.0010905,-0.00017871,-0.0014085,0.00020209,0.0011268,8.86E-5,-0.00054622,-0.00023031,8.20E-5,0.00034494,-2.29E-5,-0.00025289,0.72367,1.9758,1.029,0.50305,0.71845,0.40331,0.45708,0.4431,0.38332,0.40948,0.38045,0.37864,0.30549,0.2893,0.1085,0.18821,0.13063,0.091544,0.11245,0.055312,0.069575,0.070317,0.060864,0.063543,0.060642,0.052817,0.047476,0.046438,0.047533,0.093825,0.073427,0.043945,0.05699,0.028135,0.034713,0.033144,0.027415,0.032964,0.029461,0.025562,0.023355,0.025041,1
8.4388,5.8106,9.7095,2.9506,-0.68294,0.15239,-0.61388,-1.4789,-0.71561,0.4912,-0.47636,-1.5841,-0.83604,0.55613,-0.0051489,-0.015882,-0.0060247,0.0049243,0.0040596,0.0039822,0.0072618,0.0054965,-0.0015558,-0.0065445,-0.0060387,-0.0044923,-0.0029718,-0.00072788,-0.00058074,0.0013825,-0.0012873,-0.0011135,0.00031641,-6.64E-5,5.64E-5,0.0006939,0.00097676,0.00051076,0.00018752,0.00021763,0.00018281,0.00028389,0.89379,2.8967,1.6478,0.46796,0.68961,0.51212,0.53156,0.59167,0.52573,0.51951,0.41031,0.47788,0.29585,0.319,0.079312,0.23905,0.21822,0.077175,0.093635,0.067137,0.066923,0.077285,0.089168,0.081297,0.053548,0.058125,0.036904,0.04784,0.028294,0.13013,0.11836,0.033678,0.053609,0.033643,0.03244,0.035826,0.0369,0.03455,0.025063,0.026301,0.018578,0.023991,1
9.0667,7.1439,8.9508,3.9929,-0.022159,0.46871,0.044006,-0.56275,-0.35686,0.59045,0.27165,-0.51858,-0.45011,0.41548,-0.0065457,-0.0069204,-0.0096905,-0.0012353,0.0042558,0.00033209,0.00054762,0.0031892,0.0014209,-0.0038988,-0.0034815,-0.0012925,-0.0014579,-0.00040771,0.00022992,-0.0016046,0.0017994,-0.00040105,-0.0013909,0.00070572,0.0013672,0.00027256,-0.00023757,0.00050922,0.00040753,-0.00040963,-0.00058449,-8.11E-5,0.80091,1.8066,1.0866,0.51025,0.79689,0.40963,0.50902,0.50802,0.41638,0.3617,0.28893,0.35966,0.34763,0.33452,0.11098,0.23348,0.14441,0.077512,0.13006,0.064877,0.074929,0.068281,0.059743,0.060121,0.048673,0.054431,0.056012,0.055238,0.041347,0.1157,0.081525,0.038736,0.055445,0.028931,0.035867,0.029808,0.026551,0.030004,0.022826,0.02561,0.024869,0.026154,1
10.2191,12.0112,8.0791,2.7871,-0.12489,-0.76515,-2.3606,-1.6265,-0.29399,0.69432,0.34196,-0.28986,-0.57104,-0.098589,-0.001431,-0.010781,0.0050415,0.00085688,5.63E-5,0.0009609,-0.0013615,-0.00045292,0.0015138,0.00044504,-0.0019033,-0.0018113,-0.00018376,0.00069961,-4.62E-5,0.0010438,-0.00075178,-0.00015171,-4.54E-5,0.00014046,0.00011913,-0.00030505,-1.48E-5,0.00011805,5.99E-5,-0.00010549,0.00016319,2.86E-5,0.11142,1.2573,1.0342,0.27505,0.1916,0.3447,0.27074,0.17945,0.14772,0.17813,0.18534,0.16157,0.17872,0.14538,0.01675,0.1145,0.089831,0.026825,0.028944,0.034756,0.03031,0.02049,0.018555,0.02192,0.020103,0.015807,0.021373,0.018933,0.0077662,0.065423,0.053748,0.015171,0.015222,0.017521,0.014622,0.0098952,0.0088631,0.011784,0.010261,0.0085721,0.011704,0.0093964,0
10.3669,13.4696,8.2274,1.4875,-1.1614,-0.35728,-1.8316,-2.1266,-0.55456,1.1297,0.6776,-0.18684,-0.53085,0.046056,-0.000358,-0.0039167,0.0018325,-0.00026709,-0.001667,0.0016034,0.00087807,0.00014104,-0.00060826,-0.00089622,0.0005882,-0.00010227,0.000845,0.00036433,-8.66E-6,-0.0011223,0.00087803,8.45E-5,-5.48E-5,-0.00018564,0.00014668,-2.41E-5,-1.63E-5,-1.27E-5,0.00016351,0.00010866,3.46E-5,2.31E-5,0.10487,1.0612,1.0072,0.39498,0.29921,0.3432,0.24335,0.18212,0.1916,0.14437,0.13897,0.1147,0.13096,0.13771,0.016771,0.12669,0.12651,0.047463,0.040725,0.042031,0.029587,0.027712,0.025154,0.023093,0.022726,0.019745,0.021823,0.024611,0.0058546,0.058771,0.05776,0.018633,0.0185,0.019856,0.013251,0.012303,0.011468,0.010409,0.011326,0.0096626,0.010425,0.01096,0
10.3837,12.5142,8.5263,2.3494,-0.77288,-0.79497,-1.8588,-1.668,-0.56799,0.60732,0.53371,-0.25167,-0.5377,-0.10508,0.00035432,7.24E-5,0.00055322,0.001466,0.00066039,-0.0015374,-0.001057,0.0010605,0.0015758,0.00035609,4.07E-5,0.00018442,0.00022078,-0.00052115,-2.57E-5,0.0013903,-0.0013579,0.00036973,0.00026257,-0.00040028,0.0001342,0.00014969,-0.00012871,4.13E-5,2.67E-5,-1.50E-5,-0.00014437,-3.14E-5,0.074078,1.2488,1.1394,0.38767,0.31587,0.33181,0.21769,0.21338,0.16802,0.16234,0.13862,0.14536,0.13235,0.10762,0.011994,0.11725,0.10519,0.060953,0.033579,0.044771,0.028568,0.032203,0.021638,0.024883,0.017967,0.019713,0.017174,0.018147,0.0051903,0.058108,0.05405,0.026628,0.016364,0.020597,0.014263,0.013401,0.010297,0.011129,0.0086827,0.0093247,0.0077366,0.0077802,0
10.0239,15.1315,5.1914,2.7809,1.7064,-2.7506,-0.097946,-0.14383,-0.27035,0.082492,-0.88119,-1.4718,-0.40188,-0.60089,-0.00039077,-0.008587,0.0032707,-0.0020748,-0.00014113,0.007198,0.0048873,-0.0030043,0.0028582,-0.00056802,-0.0018202,-0.0020416,0.0050239,-0.0030938,8.01E-5,0.00012796,-1.90E-5,0.00010759,2.99E-5,0.00034134,0.00013412,-0.00020246,-0.00031351,0.00014644,-6.85E-6,0.00011611,0.00018747,9.81E-6,0.10434,0.76197,0.44115,0.43959,0.45719,0.5373,0.30143,0.27073,0.3381,0.21207,0.24913,0.25975,0.28223,0.2584,0.01823,0.099318,0.054321,0.044968,0.043977,0.058323,0.04307,0.033368,0.036867,0.033396,0.03624,0.043404,0.027604,0.023294,0.006922,0.043861,0.026428,0.019702,0.015377,0.028531,0.018302,0.013825,0.016199,0.014506,0.016171,0.018047,0.013511,0.011278,1
10.4026,13.7913,5.0818,4.1549,2.3425,-1.8882,-0.090214,0.15639,0.15243,0.17164,-0.78385,-1.4477,0.040873,-0.76655,-0.001824,-0.017291,0.00076934,0.0057792,0.0027614,0.0014541,-0.004081,0.003839,0.003614,-0.0023881,0.0014928,0.0026115,0.0040925,-0.0055565,-5.21E-5,-0.00079289,0.0004833,0.00023323,-0.00041741,-6.60E-6,8.57E-5,0.00024983,-0.00028289,6.25E-5,0.00030638,-0.00036017,0.00010549,0.00024262,0.15998,1.1149,0.29448,0.45421,0.31036,0.32564,0.31071,0.28374,0.27404,0.2199,0.2069,0.23881,0.27304,0.29175,0.027653,0.1048,0.047555,0.051338,0.046913,0.04481,0.032404,0.033344,0.032238,0.034505,0.031022,0.033396,0.042513,0.027417,0.010839,0.041086,0.021283,0.021825,0.021698,0.020739,0.016577,0.01779,0.017255,0.016525,0.015524,0.016816,0.019749,0.013833,1
10.391,11.6434,6.0233,4.4001,2.207,-1.6214,-0.043326,0.67046,-0.080918,0.13173,-0.90468,-1.0738,-0.0043458,-1.266,0.00017096,0.0014725,-0.00079417,-0.00052169,-0.00078849,0.0004498,-0.00018777,-0.00079483,-0.0046111,-0.0030132,-4.44E-5,0.0016622,0.00085581,-0.0010513,0.00025353,0.00054738,0.00030786,-0.00041026,0.00012984,0.00035664,-0.00055801,-6.90E-5,0.00013228,-0.00037304,-0.00055933,-2.03E-5,-0.00015316,9.87E-5,0.15991,0.82178,0.43831,0.3954,0.28104,0.47043,0.2482,0.25202,0.32887,0.32393,0.22886,0.1966,0.31413,0.19412,0.033848,0.15227,0.095598,0.053707,0.051353,0.066176,0.040129,0.039667,0.04494,0.046264,0.034305,0.033258,0.046972,0.025562,0.012484,0.058765,0.041536,0.023898,0.021598,0.031355,0.018244,0.017676,0.019165,0.020988,0.016169,0.016379,0.019689,0.012559,1
9.8493,16.4312,5.595,0.98162,1.6413,-3.5477,-1.9248,0.88905,0.3939,-0.1738,0.48619,-0.23416,-1.0658,0.18364,0.00075077,0.0010844,-0.0021874,0.0045661,0.0018798,-0.0079054,0.005421,0.0037938,0.0025586,0.0024381,0.00036561,0.0043752,-0.00018172,-0.0027039,0.00011336,0.0001641,-8.96E-5,-6.10E-5,0.00023744,-0.00047386,-9.39E-5,7.86E-5,-7.37E-5,-0.00025124,-0.00017546,-1.12E-5,-0.00043509,0.00012185,0.13079,0.51529,0.41601,0.29745,0.26197,0.54568,0.29724,0.28307,0.21133,0.21727,0.18279,0.26376,0.15998,0.22583,0.02289,0.074015,0.039178,0.034597,0.02879,0.032645,0.025361,0.027725,0.02442,0.025632,0.027474,0.032305,0.024269,0.018673,0.0078265,0.027304,0.018578,0.015819,0.014423,0.015338,0.012127,0.012123,0.011411,0.01087,0.011407,0.015071,0.009778,0.010248,1
10.1488,18.2462,5.6272,-0.076025,1.2157,-2.7275,-2.0053,-0.034906,0.15601,-0.25378,0.23394,-1.4205,-0.44374,0.27253,-0.0023265,0.00065306,-0.00032509,-0.0042419,-0.0016049,0.0031234,4.28E-6,-0.0014327,0.0036407,0.00057929,0.0023545,0.00045229,-0.0026813,-0.00064247,-0.00015372,-0.00071283,7.54E-5,-0.00018684,0.00019179,0.00011737,-3.98E-5,-0.00031398,2.56E-5,-0.00019315,-0.00016544,2.92E-5,-0.0001071,-0.00029933,0.18433,0.5163,0.28829,0.32185,0.2576,0.23546,0.21962,0.23851,0.17266,0.30532,0.21506,0.17796,0.15321,0.17577,0.022397,0.079213,0.038207,0.047011,0.035694,0.036002,0.029392,0.036152,0.026442,0.030921,0.021899,0.015908,0.020888,0.027015,0.0070266,0.02702,0.018121,0.017915,0.01691,0.014783,0.014025,0.013688,0.012068,0.012648,0.0098495,0.0081991,0.0097472,0.010982,1
10.0018,17.5202,5.034,0.18989,0.57914,-3.0498,-1.1601,-0.84998,0.54973,0.70912,0.35586,-1.4519,0.31615,0.49347,-8.01E-5,-0.0072439,-0.00010554,-0.00076876,0.0018538,-0.00081981,0.00036654,-0.0029664,-0.00060037,-0.00014113,7.22E-5,0.0013731,-0.0010587,0.0003334,-0.0001487,9.51E-5,-0.00031337,0.00030952,7.02E-5,-0.00014605,0.00023917,0.00012351,0.00015287,-0.00014384,0.00024867,9.18E-5,-1.92E-6,-3.80E-5,0.19664,0.85885,0.4074,0.32837,0.34706,0.33779,0.24701,0.25341,0.22922,0.18884,0.21081,0.20684,0.18556,0.17368,0.035348,0.078447,0.041856,0.050531,0.04959,0.052143,0.039037,0.032122,0.030179,0.025493,0.029228,0.028805,0.022573,0.020679,0.013067,0.025484,0.019285,0.019751,0.021118,0.022728,0.017028,0.014001,0.014021,0.013119,0.012712,0.014103,0.011212,0.010514,1
